2.19929	0.362959	-3.24242	11.2332	2.69014	-0.195884	9.01387	11.4585	6.93571	5.21255	8.98329	-10.4964	-10.1428	-6.90299	-6.57884	2.71631	-4.48738	-2.79966	-1.25897	-4.63885	-2.61561	0.675681	-0.611569	-2.40423	-9.60402	0.450019	-9.58543	2.86671	5.23505	1.75974	-4.67725	11.2045	3.99643	-9.00151	2.64815	0.977994	4.32108	-13.5286	-5.00176	-2.99012	-2.99599	8.37739	1.4564	-1.08665	-16.1638	-4.29272	-0.432646	6.20018	3.61129	-3.4684	4.52303	-6.84052	-8.60672	-2.36582	-1.26161	8.08915	-4.83495	2.15991	-3.49174	-1.00091	1.24461	-6.15808	-2.97833	-9.08326	1.72231	17.3125	8.23087	8.65876	4.8521	2.18609	-1.25751	10.8676	-3.44582	4.59739	-19.5005	4.84337	0.234831	1.0932	-3.10309	-4.48368	-9.58836	13.2933	4.56585	-6.31124	-1.87233	-8.22932	-0.669712	-0.572636	6.52594	-2.34309	-1.5146	5.25193	-14.6735	-7.18939	-4.07272	-8.21169	-2.51085	11.6816	-3.54289	-0.571651
11.0986	-4.48483	-10.5912	-29.7101	1.36884	-0.75976	4.4596	8.64511	11.1413	-10.0799	-12.2646	-9.90594	0.880516	19.7605	-13.4511	-6.99059	7.88971	8.10483	7.31076	-1.98643	9.61605	-6.73537	14.0669	11.9971	5.50805	11.6615	0.480479	-8.98953	3.45789	-6.6494	-10.8738	-3.61932	-4.87819	-3.7972	-4.52234	12.5668	1.11065	10.9114	-11.19	5.10087	-5.26887	-1.97841	-8.65303	2.13146	7.35306	-7.62786	-2.81001	-4.83116	-13.938	-7.81433	9.24486	6.14508	4.94425	3.58001	1.84941	-0.272288	21.6313	-4.29856	-10.4605	3.87866	-19.2796	14.6158	-1.02375	-6.67328	26.0572	-0.46192	3.59361	27.9909	-10.7687	-5.12782	-0.832226	2.55716	3.92498	3.70028	11.7381	15.2175	6.18875	1.62534	-10.8915	-3.21087	5.36008	-16.6565	2.20817	19.591	-10.9767	-6.95814	-5.70075	7.0426	-7.9102	-11.8194	-8.88866	1.88696	8.06813	-19.5903	0.380723	4.25036	2.24474	-6.40495	9.88905	-0.80416
13.7486	1.79149	-4.03668	-9.88695	-3.3327	-6.01046	-0.128766	11.9061	14.206	14.1565	7.23751	-5.29124	-1.03553	9.67152	-8.78525	1.14519	1.82495	5.72909	0.42695	-2.09932	9.92313	-9.8108	7.61469	7.17896	-4.39764	5.86045	1.85369	-8.95433	2.88934	2.39903	-6.64187	-0.498855	2.73315	-9.39239	9.97078	10.243	-4.98792	7.24405	-12.5847	9.59656	-11.8804	-2.14699	3.2243	5.3626	-6.7503	-9.74061	0.894875	-1.58732	-1.16992	-1.25729	0.605923	4.84995	13.3245	3.81616	-10.8405	1.65028	14.1862	-5.96143	-3.59073	1.06415	-12.2514	3.96894	-19.3574	-8.52682	11.6183	-2.17871	12.5032	7.17079	-6.90006	2.69932	7.94477	-1.02303	6.90729	-0.378772	-1.49726	10.0971	4.96773	-5.3503	-7.97125	-10.1576	-2.57531	1.34137	11.4309	3.23235	5.27709	-19.8979	-8.99743	6.66967	3.9585	-8.62065	-6.56796	-3.83849	-4.37105	-7.68558	0.309698	-2.40331	6.76291	2.41424	8.51555	6.74926
2.75886	-3.08247	-3.69109	-4.73932	3.10792	0.101226	5.13717	4.73794	12.2598	-3.25993	4.79453	-3.31598	-2.6023	8.59825	2.91703	0.182041	6.90316	1.2027	4.25275	-1.40418	-3.40247	3.22909	-1.92602	20.7548	-8.24402	-5.85882	5.55969	2.16564	9.32018	3.50419	-2.29873	-4.8388	3.03747	-8.06136	4.00747	5.47941	-0.16242	0.984083	-2.87282	-0.87044	-10.7033	2.51017	2.23159	-1.80756	-5.3713	-3.7574	-4.78025	-5.78731	-8.87649	-1.41297	6.44521	6.08409	4.33856	-3.18082	-3.87656	-1.62473	4.30693	-1.76947	-3.29424	-7.50555	-0.783105	8.61894	-1.63414	-0.892747	10.2885	3.46212	6.18235	9.50069	-1.36262	-1.07894	-0.346955	7.0209	6.93305	3.59682	10.8763	0.928288	6.62357	0.30509	5.04078	-7.24699	-8.53078	-0.764394	-9.40425	1.78208	-6.30565	-6.85255	-4.64701	10.9074	8.94126	-7.54536	-8.30938	1.7773	-10.7151	0.553183	4.41426	-1.98871	-8.41584	10.3327	0.97885	8.4698
-19.1518	-0.958652	1.75521	17.855	-1.39274	5.34922	-1.69397	-1.12784	-0.139577	9.86686	11.5474	-4.30205	-14.4214	3.37644	10.3868	4.52595	3.1923	-10.342	6.77808	5.18701	1.26625	11.1207	-6.05596	-4.00489	-2.21302	6.35419	-10.2779	7.72082	8.1417	-4.47441	-4.96508	-6.69865	0.681102	5.23251	6.64086	1.44226	6.94249	-16.5949	1.65746	-9.34194	2.03402	9.23784	-8.81704	-0.942045	-15.1369	9.95206	0.841392	-5.25765	8.53042	3.3559	-3.52281	-0.670377	-12.9314	-2.00386	-6.5012	-4.02971	-8.354	0.95537	-2.93958	-9.66448	20.61	-9.24702	2.07355	0.879216	-14.7585	6.36306	8.22684	-5.38033	4.84835	0.995526	-5.29464	-13.7419	-12.0308	3.80672	-1.66172	-7.55002	-0.942886	6.43608	19.1876	18.865	-6.7785	9.20943	-14.209	-11.4946	3.41909	-3.95297	-1.29965	-11.1477	15.8364	4.21446	2.86818	9.08217	-10.1485	0.665251	6.71913	0.781676	-11.4765	9.24667	-12.2087	-9.5523
-3.71722	11.8176	-10.5737	18.3392	0.253745	-0.0813005	0.524636	1.06805	6.6348	3.02034	15.6041	-5.38846	-14.5843	-4.741	4.99331	13.9216	-0.385735	-16.0986	3.58819	9.09498	-22.3488	5.77007	-7.52311	-0.0727773	-12.9138	-9.45835	-14.9664	4.1007	9.52367	1.02467	2.6392	-4.31144	4.17999	-7.6305	-4.98655	6.30511	-2.72908	-11.763	13.6596	-12.4484	-0.732835	6.80857	5.27453	7.15932	-25.1766	0.303443	3.56044	-0.738599	11.347	7.26876	0.264665	-8.4117	-3.88421	-6.07037	-5.90485	0.456226	-8.60511	5.06654	-1.99637	-9.16887	12.0167	-0.385657	10.3172	-4.08526	-6.07292	11.2578	-0.0237525	-8.99348	-1.62249	5.10292	-5.04837	9.1302	-4.04646	-5.70749	-7.82785	-15.096	-1.75564	9.33813	-7.29211	19.4462	-9.11433	16.6951	-3.43948	-0.529482	7.77003	-0.731898	-4.80756	-10.0813	16.388	-8.08718	0.980771	-0.858737	-13.6074	1.1415	2.95817	-4.60977	-8.90736	10.2756	-10.5846	0.415483
-15.275	-2.37727	15.3756	32.8928	-1.22479	12.0576	1.07437	-16.3832	-21.6758	17.0509	3.15065	12.1305	3.73623	-14.1554	24.8456	8.15789	-8.09109	-9.9204	-0.127317	6.53971	-7.33103	4.19282	2.23167	-14.5061	7.04257	-3.27558	-9.67352	5.59729	-4.97508	8.98562	-4.74426	11.3145	-2.3009	5.3194	-4.75915	-15.1833	-2.02649	-11.8472	9.18678	-17.2925	6.80078	15.3563	-1.17793	-8.89642	-5.32516	10.9616	-17.5226	-2.37332	15.7741	11.8829	0.0777193	2.26293	-8.77347	-6.67117	14.1278	-4.06822	-12.7156	5.93684	7.06789	0.176547	11.3526	-12.6205	6.34968	0.793342	-25.317	0.457994	-2.96052	-12.9076	-3.99999	5.48385	3.21979	-18.1777	-5.40339	-3.11969	-16.2767	-15.7453	-11.9475	14.0294	15.6755	22.6403	3.46234	4.39114	-9.85114	-14.672	3.70531	16.1328	8.65226	-9.09613	5.04376	7.96437	5.72122	8.21188	-9.87474	18.5863	4.02443	-3.76197	-4.34881	-1.39671	-4.55779	-6.25015
7.54062	2.93215	-2.08744	-24.506	-10.33	0.57736	-10.1841	5.63727	-14.0201	0.791004	-11.3117	2.09319	8.55579	3.46959	-8.95298	-4.44216	4.39698	12.5552	-4.11943	-5.74819	14.2209	-11.4834	-1.99031	9.48903	8.90076	-0.433361	6.74531	-2.56394	-9.04733	-9.24603	0.894839	-8.92243	-1.64853	-8.27777	6.60105	-1.85929	0.847605	15.3229	-1.54946	15.0287	-6.22633	-18.29	-5.42398	0.382661	14.351	-9.23001	0.961482	-3.69756	-13.8811	-17.2526	-3.07537	0.387757	4.70041	11.8222	1.65955	11.6397	9.7709	-6.27978	-1.7675	9.50362	-14.2253	11.467	6.62879	1.11924	19.5525	-15.061	-8.75376	15.3969	-11.2616	3.09631	8.46394	-2.27416	8.66038	9.06275	14.921	-2.53636	-0.113434	-6.80457	-2.13274	-11.3032	10.3021	-24.5164	8.73914	15.9837	-4.65643	5.20658	4.85247	8.46279	-11.211	-5.87032	0.461826	-0.658199	15.9442	-8.28491	-3.62886	7.39252	7.27993	-10.5143	8.80554	2.2373
4.25339	-3.4846	6.95463	-4.73343	-5.90823	-2.35958	0.246929	-9.9033	-2.88317	-6.45944	-11.5169	5.90549	17.9482	-1.82546	3.71034	-12.3247	0.476218	8.03912	-2.75356	3.25983	6.59702	5.42533	12.1178	-7.01647	4.1806	7.33825	11.3089	-3.30934	-10.0067	-4.29159	-5.02284	-6.27673	-8.88069	-0.08798	1.20867	-5.71371	4.45826	-1.9512	3.96488	2.25083	6.32678	-3.40675	-7.51377	1.46894	8.89151	3.56677	-0.454326	11.3427	-4.33548	-7.34964	-6.17145	1.69907	1.42694	10.9805	13.1556	-6.2283	-4.03608	-0.888234	2.28242	8.70074	-1.86781	-3.04843	5.58801	12.013	-1.67683	-11.7994	-6.67476	-2.49075	0.785267	4.9862	1.87266	-7.25437	-3.97502	-0.681648	5.48565	7.84783	-2.6367	-1.10925	3.65838	1.43794	20.5766	-13.0558	-0.0710958	8.0705	1.74066	15.0527	8.19504	0.0114606	-5.58004	10.3513	6.2526	2.24301	15.618	11.6156	8.9271	3.99872	2.67984	-8.79999	9.03385	-4.84428
7.59655	-3.28233	0.990156	-3.51876	-0.507376	-1.16222	-8.94737	1.91454	1.13363	6.44656	-8.60313	2.59817	7.69608	8.70816	-5.45189	-4.27482	5.20354	7.64197	-3.55296	-2.13695	12.6038	-6.80316	3.36073	-0.255522	10.5691	-7.33978	0.994051	-0.555834	4.18837	-3.37861	-2.81504	7.11255	-9.35141	-10.8413	3.03207	-4.93908	-5.36837	9.4576	-4.38416	2.84037	-4.67956	-2.41326	1.9376	-0.35522	15.942	-8.51954	-7.62178	-3.41939	-6.36864	-4.59989	-0.348654	5.8339	-0.803993	10.9597	3.2518	4.70624	5.85438	-1.81624	4.30569	5.66916	-3.23286	12.8229	-2.52661	4.46733	7.38383	0.605777	-8.28637	12.6917	-4.82001	-10.5616	3.44639	-3.11709	7.3348	-0.867184	4.49337	-6.4411	-0.265361	-15.2863	-8.89806	-4.38687	9.30572	-8.0381	-0.946707	7.10539	-4.25237	-5.87357	7.93132	7.89157	-7.30452	1.53917	0.0972545	-11.1719	7.08486	-4.45767	-3.99079	-0.196143	13.245	-4.73599	2.07038	4.04277
